Name,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
60,,,,,71.5855264,39.65251303,3889.954,0.012,0.011,0.011,0.016,2.134,m,FIX,2022-07-26 13:22:40.8 UTC+06:00,2022-07-26 13:22:45.9 UTC+06:00,6,1.6,,,,71.58391564,39.65184122,3874.381,158.177,Global CS
61,,,,,71.58557995,39.65252907,3889.695,0.01,0.01,0.01,0.015,2.134,m,FIX,2022-07-26 13:23:08.8 UTC+06:00,2022-07-26 13:23:13.9 UTC+06:00,6,1.6,,,,71.58391564,39.65184122,3874.381,163.007,Global CS
62,,,,,71.58563613,39.6525428,3890.243,0.012,0.013,0.012,0.018,2.134,m,FIX,2022-07-26 13:23:40.9 UTC+06:00,2022-07-26 13:23:45.9 UTC+06:00,6,1.8,,,,71.58391564,39.65184122,3874.381,168.026,Global CS
63,,,,,71.58568608,39.65256587,3890.494,0.011,0.011,0.012,0.015,2.134,m,FIX,2022-07-26 13:24:11.9 UTC+06:00,2022-07-26 13:24:17.9 UTC+06:00,7,1.8,,,,71.58391564,39.65184122,3874.381,173.01,Global CS
64,,,,,71.58573084,39.65259487,3890.446,0.017,0.021,0.011,0.027,2.134,m,FIX,2022-07-26 13:24:37.9 UTC+06:00,2022-07-26 13:24:43.9 UTC+06:00,7,1.8,,,,71.58391564,39.65184122,3874.381,177.883,Global CS
65,,,,,71.58577796,39.65262081,3890.55,0.011,0.01,0.012,0.015,2.134,m,FIX,2022-07-26 13:25:09.9 UTC+06:00,2022-07-26 13:25:15.9 UTC+06:00,7,1.8,,,,71.58391564,39.65184122,3874.381,182.795,Global CS
66,,,,,71.58582247,39.65264758,3890.782,0.012,0.01,0.011,0.016,2.134,m,FIX,2022-07-26 13:25:35.9 UTC+06:00,2022-07-26 13:25:41.9 UTC+06:00,7,1.8,,,,71.58391564,39.65184122,3874.381,187.573,Global CS
67,,,,,71.58587088,39.65267121,3891.293,0.011,0.011,0.01,0.016,2.134,m,FIX,2022-07-26 13:26:10.9 UTC+06:00,2022-07-26 13:26:15.9 UTC+06:00,6,1.8,,,,71.58391564,39.65184122,3874.381,192.514,Global CS
68,,,,,71.58591825,39.65269688,3892.385,0.011,0.01,0.011,0.015,2.134,m,FIX,2022-07-26 13:26:35.9 UTC+06:00,2022-07-26 13:26:41.9 UTC+06:00,7,1.8,,,,71.58391564,39.65184122,3874.381,197.532,Global CS
69,,,,,71.58596304,39.65272444,3893.326,0.12,0.05,0.043,0.13,2.134,m,FIX,2022-07-26 13:27:05.9 UTC+06:00,2022-07-26 13:27:11.9 UTC+06:00,7,1.8,,,,71.58391564,39.65184122,3874.381,202.188,Global CS
70,,,,,71.58600875,39.65274921,3894.386,0.011,0.011,0.012,0.015,2.134,m,FIX,2022-07-26 13:27:30.9 UTC+06:00,2022-07-26 13:27:35.9 UTC+06:00,6,1.8,,,,71.58391564,39.65184122,3874.381,207.308,Global CS
71,,,,,71.58605288,39.65277579,3895.74,0.01,0.011,0.011,0.015,2.134,m,FIX,2022-07-26 13:27:59.9 UTC+06:00,2022-07-26 13:28:05.9 UTC+06:00,7,1.8,,,,71.58391564,39.65184122,3874.381,212.184,Global CS
